gender,age,home,income,motivation,workday,wkendday,hobby
여자,50,부산광역시,700만원 이상,건강 관리를 위해,4,4,등산
여자,60,서울특별시,700만원 이상,가족-지인 등과 시간을 보내기 위해,5,10,등산
여자,40,경상도,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,3,4,등산
남자,60,경기도,700만원 이상,건강 관리를 위해,3,3,등산
여자,60,서울특별시,500만원 이상 700만원 미만,자기만족-즐거움을 위해,7,7,등산
남자,60,서울특별시,500만원 이상 700만원 미만,건강 관리를 위해,1,12,등산
여자,50,부산광역시,700만원 이상,스트레스 해소를 위해,3,3,등산
여자,40,울산광역시,300만원 미만,자기만족-즐거움을 위해,2,1,등산
남자,60,경상도,500만원 이상 700만원 미만,건강 관리를 위해,8,8,등산
남자,60,대전광역시,500만원 이상 700만원 미만,건강 관리를 위해,7,12,등산
남자,40,광주광역시,300만원 이상 500만원 미만,스트레스 해소를 위해,0,0,등산
여자,40,서울특별시,700만원 이상,자기만족-즐거움을 위해,5,7,등산
여자,50,경기도,300만원 미만,자기만족-즐거움을 위해,4,6,등산
남자,60,서울특별시,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,2,12,등산
남자,50,부산광역시,700만원 이상,건강 관리를 위해,1,3,등산
여자,60,경상도,700만원 이상,건강 관리를 위해,3,2,등산
남자,50,광주광역시,300만원 이상 500만원 미만,건강 관리를 위해,1,5,등산
여자,50,인천광역시,700만원 이상,스트레스 해소를 위해,3,8,등산
남자,40,경상도,500만원 이상 700만원 미만,건강 관리를 위해,3,6,등산
남자,40,전라도,500만원 이상 700만원 미만,건강 관리를 위해,2,4,등산
남자,60,경기도,700만원 이상,스트레스 해소를 위해,2,4,등산
여자,50,경기도,500만원 이상 700만원 미만,가족-지인 등과 시간을 보내기 위해,1,8,등산
남자,60,경기도,300만원 미만,건강 관리를 위해,3,8,등산
남자,50,인천광역시,300만원 이상 500만원 미만,자기만족-즐거움을 위해,1,5,등산
남자,50,대구광역시,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,1,1,등산
여자,50,부산광역시,무응답,자기만족-즐거움을 위해,10,11,등산
여자,50,대구광역시,300만원 이상 500만원 미만,건강 관리를 위해,5,10,등산
여자,50,경기도,500만원 이상 700만원 미만,자기만족-즐거움을 위해,2,6,등산
남자,50,경상도,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,2,5,등산
여자,60,대구광역시,300만원 미만,가족-지인 등과 시간을 보내기 위해,0,4,등산
남자,50,전라도,300만원 이상 500만원 미만,자기만족-즐거움을 위해,1,3,등산
남자,40,경상도,700만원 이상,자기만족-즐거움을 위해,2,5,등산
남자,50,인천광역시,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,6,0,등산
여자,30,경기도,300만원 미만,마음의 안정-휴식을 위해,8,7,등산
남자,60,대전광역시,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,5,3,등산
남자,60,경상도,300만원 이상 500만원 미만,자기 계발을 위해,6,6,등산
남자,60,서울특별시,300만원 이상 500만원 미만,건강 관리를 위해,4,6,등산
남자,30,서울특별시,300만원 미만,건강 관리를 위해,0,6,등산
남자,50,서울특별시,300만원 미만,가족-지인 등과 시간을 보내기 위해,3,15,등산
여자,40,서울특별시,700만원 이상,가족-지인 등과 시간을 보내기 위해,1,7,등산
남자,50,경기도,700만원 이상,건강 관리를 위해,2,8,등산
여자,40,대구광역시,300만원 이상 500만원 미만,건강 관리를 위해,6,4,등산
여자,40,서울특별시,300만원 미만,가족-지인 등과 시간을 보내기 위해,2,4,등산
여자,50,서울특별시,300만원 미만,건강 관리를 위해,2,2,등산
여자,60,서울특별시,300만원 이상 500만원 미만,자기만족-즐거움을 위해,1,5,등산
남자,60,인천광역시,300만원 미만,남는 시간을 보내기 위해,2,1,등산
여자,40,경상도,300만원 미만,자기만족-즐거움을 위해,3,4,등산
여자,40,울산광역시,300만원 미만,가족-지인 등과 시간을 보내기 위해,3,2,등산
남자,60,경기도,700만원 이상,건강 관리를 위해,2,6,등산
남자,50,충청도,700만원 이상,마음의 안정-휴식을 위해,2,5,등산
남자,60,인천광역시,300만원 미만,자기만족-즐거움을 위해,1,1,등산
남자,50,광주광역시,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,3,5,등산
여자,50,부산광역시,700만원 이상,가족-지인 등과 시간을 보내기 위해,6,8,등산
여자,60,경기도,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,2,8,등산
여자,50,서울특별시,700만원 이상,건강 관리를 위해,1,4,등산
남자,50,인천광역시,700만원 이상,건강 관리를 위해,6,7,등산
여자,40,경기도,500만원 이상 700만원 미만,스트레스 해소를 위해,2,2,등산
남자,60,서울특별시,500만원 이상 700만원 미만,건강 관리를 위해,2,3,등산
여자,60,경기도,300만원 미만,건강 관리를 위해,4,6,등산
여자,40,서울특별시,300만원 미만,마음의 안정-휴식을 위해,2,3,등산
남자,60,경기도,500만원 이상 700만원 미만,건강 관리를 위해,2,4,등산
남자,40,서울특별시,500만원 이상 700만원 미만,가족-지인 등과 시간을 보내기 위해,3,5,등산
남자,50,경상도,300만원 이상 500만원 미만,건강 관리를 위해,1,1,등산
여자,50,경기도,500만원 이상 700만원 미만,건강 관리를 위해,1,3,등산
여자,50,부산광역시,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,5,15,등산
남자,60,전라도,700만원 이상,건강 관리를 위해,12,12,등산
여자,40,충청도,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,2,3,등산
남자,40,충청도,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,2,5,등산
남자,60,대구광역시,300만원 미만,건강 관리를 위해,4,6,등산
여자,60,충청도,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,1,1,등산
남자,40,광주광역시,500만원 이상 700만원 미만,자기만족-즐거움을 위해,2,8,등산
여자,50,부산광역시,300만원 미만,스트레스 해소를 위해,1,5,등산
여자,60,경기도,300만원 이상 500만원 미만,자기 계발을 위해,3,5,등산
남자,50,경기도,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,1,2,등산
남자,60,부산광역시,300만원 미만,건강 관리를 위해,5,8,등산
남자,60,경상도,300만원 미만,자기만족-즐거움을 위해,3,18,등산
여자,50,제주특별자치도,500만원 이상 700만원 미만,스트레스 해소를 위해,3,8,등산
남자,50,서울특별시,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,2,6,등산
여자,40,부산광역시,700만원 이상,건강 관리를 위해,2,5,등산
남자,20,부산광역시,300만원 이상 500만원 미만,건강 관리를 위해,4,8,독서
남자,20,서울특별시,500만원 이상 700만원 미만,스트레스 해소를 위해,2,10,독서
남자,50,서울특별시,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,4,6,독서
여자,20,서울특별시,700만원 이상,스트레스 해소를 위해,2,4,독서
여자,50,서울특별시,700만원 이상,자기만족-즐거움을 위해,4,2,독서
남자,30,대구광역시,500만원 이상 700만원 미만,자기만족-즐거움을 위해,1,3,독서
여자,30,경기도,300만원 이상 500만원 미만,스트레스 해소를 위해,1,3,독서
여자,40,충청도,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,3,3,독서
남자,60,경상도,300만원 이상 500만원 미만,건강 관리를 위해,3,4,독서
여자,40,경기도,700만원 이상,남는 시간을 보내기 위해,3,8,독서
남자,50,경기도,300만원 미만,마음의 안정-휴식을 위해,1,5,독서
남자,60,부산광역시,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,7,7,독서
남자,60,서울특별시,700만원 이상,가족-지인 등과 시간을 보내기 위해,2,8,독서
남자,40,경상도,700만원 이상,마음의 안정-휴식을 위해,6,6,독서
여자,20,경상도,500만원 이상 700만원 미만,자기 계발을 위해,1,4,독서
여자,60,경상도,700만원 이상,가족-지인 등과 시간을 보내기 위해,2,8,독서
남자,40,경기도,300만원 이상 500만원 미만,스트레스 해소를 위해,1,5,독서
여자,30,전라도,300만원 미만,가족-지인 등과 시간을 보내기 위해,2,3,독서
여자,50,경상도,300만원 미만,자기만족-즐거움을 위해,0,12,독서
여자,60,대구광역시,700만원 이상,자기만족-즐거움을 위해,2,4,독서
여자,30,울산광역시,500만원 이상 700만원 미만,가족-지인 등과 시간을 보내기 위해,1,1,독서
남자,30,충청도,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,2,4,독서
여자,40,경기도,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,2,1,독서
여자,50,부산광역시,300만원 미만,건강 관리를 위해,3,5,독서
여자,50,강원도,300만원 미만,자기만족-즐거움을 위해,3,3,독서
여자,60,충청도,300만원 이상 500만원 미만,자기 계발을 위해,1,2,독서
여자,50,서울특별시,500만원 이상 700만원 미만,건강 관리를 위해,2,8,독서
여자,50,경기도,700만원 이상,남는 시간을 보내기 위해,10,8,독서
여자,40,경상도,300만원 이상 500만원 미만,남는 시간을 보내기 위해,2,5,독서
남자,50,광주광역시,300만원 이상 500만원 미만,자기만족-즐거움을 위해,2,10,독서
남자,50,서울특별시,700만원 이상,가족-지인 등과 시간을 보내기 위해,3,8,독서
남자,30,경기도,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,1,2,독서
남자,60,서울특별시,300만원 미만,자기 계발을 위해,4,3,독서
남자,60,충청도,300만원 미만,건강 관리를 위해,2,6,독서
여자,50,충청도,300만원 미만,대인 관계-교제를 위해,9,10,독서
남자,40,인천광역시,500만원 이상 700만원 미만,마음의 안정-휴식을 위해,2,2,독서
여자,30,경상도,700만원 이상,가족-지인 등과 시간을 보내기 위해,5,12,독서
여자,40,충청도,300만원 미만,마음의 안정-휴식을 위해,2,5,독서
남자,60,경기도,300만원 이상 500만원 미만,건강 관리를 위해,8,10,독서
여자,40,서울특별시,700만원 이상,스트레스 해소를 위해,1,2,독서
여자,20,서울특별시,무응답,가족-지인 등과 시간을 보내기 위해,2,4,독서
여자,40,경기도,300만원 이상 500만원 미만,자기 계발을 위해,2,1,독서
남자,50,서울특별시,700만원 이상,자기만족-즐거움을 위해,4,8,독서
남자,60,경상도,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,4,4,독서
남자,40,경상도,300만원 미만,자기만족-즐거움을 위해,4,10,독서
여자,50,대전광역시,700만원 이상,마음의 안정-휴식을 위해,4,10,독서
여자,50,서울특별시,300만원 이상 500만원 미만,건강 관리를 위해,2,8,독서
남자,40,경상도,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,2,8,독서
여자,40,전라도,300만원 이상 500만원 미만,자기만족-즐거움을 위해,3,5,독서
남자,60,충청도,700만원 이상,자기만족-즐거움을 위해,2,2,독서
여자,30,서울특별시,300만원 이상 500만원 미만,자기만족-즐거움을 위해,5,12,독서
남자,50,경기도,700만원 이상,가족-지인 등과 시간을 보내기 위해,2,6,독서
남자,30,경기도,300만원 이상 500만원 미만,스트레스 해소를 위해,3,17,독서
여자,40,충청도,300만원 미만,남는 시간을 보내기 위해,4,10,독서
여자,20,대구광역시,700만원 이상,자기만족-즐거움을 위해,4,8,독서
여자,40,경상도,300만원 이상 500만원 미만,자기만족-즐거움을 위해,1,6,독서
남자,30,서울특별시,300만원 이상 500만원 미만,스트레스 해소를 위해,2,5,독서
남자,30,경기도,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,2,4,독서
남자,40,울산광역시,300만원 이상 500만원 미만,자기 계발을 위해,2,5,독서
남자,50,인천광역시,700만원 이상,마음의 안정-휴식을 위해,2,5,독서
여자,40,충청도,300만원 이상 500만원 미만,자기만족-즐거움을 위해,3,4,독서
남자,30,울산광역시,500만원 이상 700만원 미만,스트레스 해소를 위해,2,0,독서
남자,20,서울특별시,300만원 이상 500만원 미만,자기만족-즐거움을 위해,2,5,독서
남자,60,서울특별시,300만원 미만,자기만족-즐거움을 위해,3,4,독서
남자,50,서울특별시,700만원 이상,스트레스 해소를 위해,1,1,독서
여자,60,서울특별시,300만원 이상 500만원 미만,자기만족-즐거움을 위해,2,2,독서
남자,60,서울특별시,500만원 이상 700만원 미만,자기 계발을 위해,2,6,독서
여자,50,부산광역시,300만원 미만,자기만족-즐거움을 위해,2,5,독서
남자,40,경기도,500만원 이상 700만원 미만,마음의 안정-휴식을 위해,3,6,독서
여자,50,경상도,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,3,1,독서
여자,30,전라도,300만원 미만,가족-지인 등과 시간을 보내기 위해,2,3,독서
여자,20,서울특별시,무응답,자기만족-즐거움을 위해,3,7,독서
남자,60,경상도,300만원 이상 500만원 미만,대인 관계-교제를 위해,3,5,독서
남자,50,경기도,500만원 이상 700만원 미만,마음의 안정-휴식을 위해,2,6,독서
남자,30,경상도,300만원 미만,건강 관리를 위해,1,4,독서
여자,30,전라도,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,5,3,독서
여자,50,경상도,300만원 이상 500만원 미만,자기만족-즐거움을 위해,1,5,독서
남자,40,서울특별시,300만원 이상 500만원 미만,건강 관리를 위해,4,6,독서
여자,50,경상도,300만원 미만,건강 관리를 위해,2,8,독서
남자,40,대구광역시,300만원 이상 500만원 미만,자기만족-즐거움을 위해,2,6,독서
남자,30,서울특별시,700만원 이상,스트레스 해소를 위해,2,4,독서
남자,50,세종특별자치시,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,2,3,독서
남자,60,대구광역시,300만원 이상 500만원 미만,건강 관리를 위해,4,4,독서
남자,40,경상도,300만원 미만,자기만족-즐거움을 위해,7,10,독서
여자,40,경상도,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,3,5,독서
남자,20,경기도,500만원 이상 700만원 미만,가족-지인 등과 시간을 보내기 위해,4,7,독서
여자,30,서울특별시,700만원 이상,가족-지인 등과 시간을 보내기 위해,2,3,독서
남자,60,서울특별시,300만원 이상 500만원 미만,건강 관리를 위해,6,6,독서
남자,50,서울특별시,300만원 미만,건강 관리를 위해,2,3,독서
남자,60,부산광역시,700만원 이상,건강 관리를 위해,4,9,독서
여자,60,충청도,700만원 이상,가족-지인 등과 시간을 보내기 위해,2,4,독서
여자,50,경기도,무응답,마음의 안정-휴식을 위해,9,9,독서
여자,40,경기도,300만원 이상 500만원 미만,자기 계발을 위해,2,4,독서
남자,40,광주광역시,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,1,7,독서
남자,60,대구광역시,500만원 이상 700만원 미만,자기만족-즐거움을 위해,3,3,독서
여자,50,경상도,300만원 미만,자기만족-즐거움을 위해,3,6,독서
여자,40,대전광역시,300만원 미만,가족-지인 등과 시간을 보내기 위해,2,4,독서
여자,20,서울특별시,500만원 이상 700만원 미만,자기만족-즐거움을 위해,4,12,독서
남자,60,서울특별시,700만원 이상,스트레스 해소를 위해,2,5,독서
여자,40,대전광역시,300만원 미만,마음의 안정-휴식을 위해,1,1,독서
여자,50,경기도,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,1,3,독서
여자,50,충청도,300만원 미만,대인 관계-교제를 위해,2,4,독서
여자,40,대구광역시,700만원 이상,자기만족-즐거움을 위해,0,10,독서
여자,30,경기도,700만원 이상,마음의 안정-휴식을 위해,2,1,독서
여자,50,대전광역시,700만원 이상,자기만족-즐거움을 위해,2,5,독서
남자,60,서울특별시,700만원 이상,자기 계발을 위해,3,8,독서
여자,50,서울특별시,700만원 이상,자기만족-즐거움을 위해,2,3,독서
남자,40,서울특별시,700만원 이상,자기만족-즐거움을 위해,2,5,독서
남자,30,경기도,700만원 이상,자기 계발을 위해,3,10,독서
남자,40,서울특별시,무응답,스트레스 해소를 위해,0,8,독서
남자,40,울산광역시,700만원 이상,가족-지인 등과 시간을 보내기 위해,1,4,독서
여자,50,경상도,500만원 이상 700만원 미만,건강 관리를 위해,2,5,독서
여자,60,경기도,700만원 이상,자기만족-즐거움을 위해,3,2,독서
여자,50,충청도,300만원 이상 500만원 미만,자기만족-즐거움을 위해,1,1,독서
남자,40,경기도,700만원 이상,자기만족-즐거움을 위해,3,12,독서
여자,30,충청도,500만원 이상 700만원 미만,남는 시간을 보내기 위해,4,2,독서
남자,30,대구광역시,300만원 미만,자기 계발을 위해,3,8,독서
여자,20,서울특별시,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,5,10,독서
남자,40,부산광역시,300만원 이상 500만원 미만,스트레스 해소를 위해,2,5,독서
남자,60,서울특별시,300만원 미만,건강 관리를 위해,1,2,독서
여자,30,경상도,300만원 이상 500만원 미만,자기 계발을 위해,4,8,독서
남자,40,경상도,700만원 이상,건강 관리를 위해,1,2,독서
여자,30,경상도,700만원 이상,마음의 안정-휴식을 위해,1,6,독서
여자,30,대구광역시,300만원 미만,자기만족-즐거움을 위해,2,1,독서
남자,40,강원도,300만원 미만,스트레스 해소를 위해,5,8,독서
여자,40,서울특별시,500만원 이상 700만원 미만,자기 계발을 위해,2,3,독서
남자,30,경기도,300만원 미만,스트레스 해소를 위해,2,2,독서
남자,40,강원도,500만원 이상 700만원 미만,가족-지인 등과 시간을 보내기 위해,2,4,독서
남자,60,경기도,300만원 이상 500만원 미만,자기 계발을 위해,2,5,독서
여자,50,대구광역시,300만원 미만,자기만족-즐거움을 위해,3,2,독서
남자,40,경상도,500만원 이상 700만원 미만,마음의 안정-휴식을 위해,3,6,독서
남자,50,서울특별시,500만원 이상 700만원 미만,자기 계발을 위해,1,5,독서
여자,30,제주특별자치도,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,3,3,독서
여자,20,대전광역시,700만원 이상,자기만족-즐거움을 위해,2,3,독서
여자,40,충청도,700만원 이상,가족-지인 등과 시간을 보내기 위해,1,1,독서
여자,40,서울특별시,700만원 이상,대인 관계-교제를 위해,2,3,독서
여자,40,서울특별시,500만원 이상 700만원 미만,마음의 안정-휴식을 위해,3,0,독서
여자,50,인천광역시,300만원 이상 500만원 미만,자기 계발을 위해,1,2,독서
여자,50,제주특별자치도,700만원 이상,남는 시간을 보내기 위해,3,3,독서
여자,40,대구광역시,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,1,3,독서
남자,30,경상도,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,10,6,독서
여자,40,대구광역시,700만원 이상,가족-지인 등과 시간을 보내기 위해,5,10,댄스
여자,40,서울특별시,500만원 이상 700만원 미만,가족-지인 등과 시간을 보내기 위해,1,4,댄스
여자,60,경기도,700만원 이상,건강 관리를 위해,4,2,댄스
여자,60,서울특별시,500만원 이상 700만원 미만,자기만족-즐거움을 위해,5,6,댄스
여자,30,서울특별시,300만원 미만,가족-지인 등과 시간을 보내기 위해,1,1,낚시
남자,50,강원도,500만원 이상 700만원 미만,마음의 안정-휴식을 위해,1,6,낚시
남자,50,광주광역시,300만원 이상 500만원 미만,자기만족-즐거움을 위해,2,15,낚시
남자,20,부산광역시,무응답,스트레스 해소를 위해,8,12,낚시
남자,60,서울특별시,700만원 이상,대인 관계-교제를 위해,4,3,낚시
남자,40,강원도,500만원 이상 700만원 미만,자기만족-즐거움을 위해,12,12,낚시
남자,20,부산광역시,300만원 미만,스트레스 해소를 위해,2,7,낚시
남자,50,충청도,500만원 이상 700만원 미만,건강 관리를 위해,2,8,낚시
여자,60,경기도,700만원 이상,자기만족-즐거움을 위해,2,4,낚시
여자,50,대구광역시,300만원 미만,자기만족-즐거움을 위해,12,0,낚시
여자,40,경상도,700만원 이상,가족-지인 등과 시간을 보내기 위해,4,10,낚시
남자,40,경기도,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,4,4,낚시
남자,50,경기도,300만원 이상 500만원 미만,자기만족-즐거움을 위해,0,4,낚시
남자,50,인천광역시,700만원 이상,스트레스 해소를 위해,2,4,낚시
남자,50,경기도,300만원 이상 500만원 미만,대인 관계-교제를 위해,1,4,낚시
남자,50,경기도,300만원 이상 500만원 미만,건강 관리를 위해,8,10,낚시
남자,40,부산광역시,300만원 이상 500만원 미만,자기만족-즐거움을 위해,5,12,낚시
여자,60,강원도,300만원 미만,마음의 안정-휴식을 위해,1,3,낚시
남자,20,서울특별시,300만원 미만,건강 관리를 위해,10,15,구기
남자,20,경기도,300만원 미만,가족-지인 등과 시간을 보내기 위해,5,9,구기
남자,30,서울특별시,300만원 이상 500만원 미만,스트레스 해소를 위해,1,0,구기
남자,40,인천광역시,300만원 이상 500만원 미만,대인 관계-교제를 위해,1,3,구기
남자,40,광주광역시,300만원 이상 500만원 미만,스트레스 해소를 위해,3,5,구기
남자,50,전라도,700만원 이상,자기만족-즐거움을 위해,12,4,구기
여자,30,울산광역시,500만원 이상 700만원 미만,가족-지인 등과 시간을 보내기 위해,2,8,구기
남자,30,전라도,300만원 미만,건강 관리를 위해,2,4,구기
남자,20,세종특별자치시,700만원 이상,대인 관계-교제를 위해,4,14,구기
남자,30,광주광역시,300만원 이상 500만원 미만,남는 시간을 보내기 위해,2,1,구기
남자,50,대전광역시,300만원 이상 500만원 미만,스트레스 해소를 위해,1,8,구기
남자,50,경기도,700만원 이상,자기만족-즐거움을 위해,2,5,구기
남자,40,부산광역시,500만원 이상 700만원 미만,스트레스 해소를 위해,1,10,구기
남자,30,대전광역시,300만원 미만,가족-지인 등과 시간을 보내기 위해,2,6,구기
남자,60,서울특별시,300만원 미만,건강 관리를 위해,5,6,구기
남자,40,전라도,700만원 이상,가족-지인 등과 시간을 보내기 위해,2,8,구기
남자,30,경기도,300만원 이상 500만원 미만,건강 관리를 위해,5,15,구기
남자,40,충청도,300만원 이상 500만원 미만,스트레스 해소를 위해,2,3,구기
남자,20,서울특별시,500만원 이상 700만원 미만,자기만족-즐거움을 위해,2,10,구기
남자,20,인천광역시,300만원 미만,스트레스 해소를 위해,2,6,구기
남자,40,서울특별시,700만원 이상,자기만족-즐거움을 위해,1,2,구기
남자,30,전라도,300만원 이상 500만원 미만,자기만족-즐거움을 위해,1,3,구기
남자,30,부산광역시,300만원 미만,가족-지인 등과 시간을 보내기 위해,2,5,구기
여자,30,경기도,300만원 이상 500만원 미만,스트레스 해소를 위해,2,2,구기
여자,50,부산광역시,300만원 이상 500만원 미만,스트레스 해소를 위해,3,5,구기
남자,30,서울특별시,700만원 이상,가족-지인 등과 시간을 보내기 위해,2,4,구기
남자,50,인천광역시,700만원 이상,자기만족-즐거움을 위해,3,5,구기
남자,50,대구광역시,300만원 미만,마음의 안정-휴식을 위해,4,8,구기
남자,50,충청도,300만원 미만,마음의 안정-휴식을 위해,3,3,구기
남자,50,대전광역시,500만원 이상 700만원 미만,건강 관리를 위해,4,10,구기
남자,40,강원도,500만원 이상 700만원 미만,남는 시간을 보내기 위해,6,10,구기
여자,40,광주광역시,300만원 이상 500만원 미만,건강 관리를 위해,5,5,구기
남자,40,경기도,500만원 이상 700만원 미만,건강 관리를 위해,2,4,구기
남자,30,경기도,300만원 이상 500만원 미만,스트레스 해소를 위해,1,2,구기
남자,20,광주광역시,무응답,가족-지인 등과 시간을 보내기 위해,2,8,구기
남자,60,충청도,300만원 이상 500만원 미만,자기만족-즐거움을 위해,3,4,구기
남자,60,서울특별시,700만원 이상,가족-지인 등과 시간을 보내기 위해,5,8,구기
여자,50,대전광역시,500만원 이상 700만원 미만,자기만족-즐거움을 위해,3,3,구기
남자,40,전라도,300만원 미만,남는 시간을 보내기 위해,2,2,구기
남자,50,부산광역시,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,3,10,구기
여자,50,대전광역시,300만원 이상 500만원 미만,자기 계발을 위해,2,5,공예
여자,60,인천광역시,무응답,자기만족-즐거움을 위해,1,3,공예
여자,40,부산광역시,300만원 미만,마음의 안정-휴식을 위해,3,12,공예
여자,30,부산광역시,300만원 미만,마음의 안정-휴식을 위해,2,4,공예
여자,50,경기도,700만원 이상,대인 관계-교제를 위해,4,6,공예
여자,30,부산광역시,700만원 이상,대인 관계-교제를 위해,6,8,공예
여자,50,서울특별시,700만원 이상,자기만족-즐거움을 위해,5,10,공예
여자,20,인천광역시,무응답,마음의 안정-휴식을 위해,3,4,공예
여자,60,인천광역시,700만원 이상,스트레스 해소를 위해,2,4,공예
남자,20,광주광역시,700만원 이상,건강 관리를 위해,3,2,공예
여자,40,서울특별시,300만원 이상 500만원 미만,자기만족-즐거움을 위해,2,5,공예
여자,50,부산광역시,700만원 이상,자기만족-즐거움을 위해,3,2,공예
여자,50,울산광역시,300만원 이상 500만원 미만,자기만족-즐거움을 위해,2,10,공예
여자,40,제주특별자치도,300만원 미만,자기만족-즐거움을 위해,2,10,공예
여자,60,경기도,700만원 이상,자기 계발을 위해,2,0,공예
남자,20,경기도,700만원 이상,건강 관리를 위해,4,6,공연
남자,30,충청도,500만원 이상 700만원 미만,자기 계발을 위해,1,2,공연
남자,50,경기도,700만원 이상,자기만족-즐거움을 위해,1,8,공연
남자,40,서울특별시,500만원 이상 700만원 미만,자기 계발을 위해,2,5,골프
여자,50,경상도,700만원 이상,가족-지인 등과 시간을 보내기 위해,1,2,골프
남자,50,경기도,300만원 이상 500만원 미만,건강 관리를 위해,1,3,골프
남자,50,경상도,700만원 이상,스트레스 해소를 위해,3,3,골프
남자,40,대구광역시,700만원 이상,가족-지인 등과 시간을 보내기 위해,1,4,골프
남자,50,경기도,300만원 이상 500만원 미만,자기만족-즐거움을 위해,4,8,골프
여자,60,서울특별시,700만원 이상,자기 계발을 위해,2,6,골프
여자,40,경기도,700만원 이상,건강 관리를 위해,2,2,골프
여자,30,경상도,300만원 미만,스트레스 해소를 위해,2,0,골프
여자,50,경상도,700만원 이상,자기만족-즐거움을 위해,5,2,골프
여자,30,서울특별시,무응답,마음의 안정-휴식을 위해,1,5,골프
남자,60,서울특별시,700만원 이상,건강 관리를 위해,4,6,골프
남자,60,광주광역시,300만원 이상 500만원 미만,건강 관리를 위해,5,5,골프
남자,50,대구광역시,700만원 이상,스트레스 해소를 위해,2,4,골프
남자,60,경상도,500만원 이상 700만원 미만,자기만족-즐거움을 위해,2,5,골프
남자,40,경기도,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,2,2,골프
여자,40,서울특별시,700만원 이상,건강 관리를 위해,3,10,골프
남자,50,대전광역시,700만원 이상,자기만족-즐거움을 위해,2,5,골프
남자,50,제주특별자치도,700만원 이상,대인 관계-교제를 위해,2,2,골프
남자,20,경상도,300만원 미만,자기 계발을 위해,7,8,골프
남자,50,부산광역시,700만원 이상,가족-지인 등과 시간을 보내기 위해,2,8,골프
남자,60,경상도,700만원 이상,마음의 안정-휴식을 위해,3,8,골프
여자,40,경상도,700만원 이상,가족-지인 등과 시간을 보내기 위해,2,2,골프
여자,60,전라도,300만원 이상 500만원 미만,건강 관리를 위해,3,2,골프
여자,30,대구광역시,500만원 이상 700만원 미만,가족-지인 등과 시간을 보내기 위해,1,3,골프
여자,60,광주광역시,300만원 이상 500만원 미만,자기만족-즐거움을 위해,0,4,골프
남자,40,부산광역시,500만원 이상 700만원 미만,스트레스 해소를 위해,2,4,골프
남자,40,부산광역시,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,2,4,골프
여자,50,서울특별시,700만원 이상,자기 계발을 위해,2,4,골프
남자,50,서울특별시,700만원 이상,가족-지인 등과 시간을 보내기 위해,1,4,골프
여자,60,경상도,300만원 이상 500만원 미만,건강 관리를 위해,4,3,골프
남자,50,충청도,700만원 이상,자기만족-즐거움을 위해,2,4,골프
남자,60,충청도,500만원 이상 700만원 미만,건강 관리를 위해,3,8,골프
남자,60,광주광역시,300만원 미만,가족-지인 등과 시간을 보내기 위해,5,12,골프
남자,50,경기도,700만원 이상,마음의 안정-휴식을 위해,3,6,골프
남자,50,충청도,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,3,5,골프
남자,50,경기도,300만원 이상 500만원 미만,건강 관리를 위해,2,1,골프
여자,50,경기도,700만원 이상,자기 계발을 위해,2,1,골프
